#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,last,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,sensor
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,5,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:39.966512317Z,0,temp,temp,Fathimas-MacBook-Air.local,TB3T
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:01:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,6,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:39.966512317Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0D
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:01:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,7,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:39.966512317Z,0,temp,temp,Fathimas-MacBook-Air.local,TC0H
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:01:50Z,48,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:00Z,49,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:10Z,49,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:20Z,52,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:30Z,51,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:40Z,50,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,51,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,51,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,50,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,51,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,52,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,52,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,50,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,48,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,47,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,46,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,45,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:40Z,44,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:50Z,43,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:00Z,44,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:10Z,46,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:20Z,45,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:30Z,44,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:40Z,43,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:50Z,42,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:00Z,42,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:10Z,43,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:20Z,42,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:30Z,41,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,8,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:39.966512317Z,41,temp,temp,Fathimas-MacBook-Air.local,TC0P
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:01:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:05:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,9,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:06:39.966512317Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0D
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:01:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:02:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:40Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:03:50Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:00Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:10Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:20Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
,,10,2021-02-05T13:01:39.966512317Z,2021-02-05T13:06:39.966512317Z,2021-02-05T13:04:30Z,0,temp,temp,Fathimas-MacBook-Air.local,TG0H
